Ticker,Price,Market Cap,Date,Stablecoin
DOT,18.41,18050367644.58,01/08/2021,False
UNI,22.03,12941271988.56,01/08/2021,False
BCH,527.84,9926443814.55,01/08/2021,False
LINK,22.13,9802400540.33,01/08/2021,False
LTC,140.74,9394436650.26,01/08/2021,False
SOL,34.25,9339020650.68,01/08/2021,False
WBTC,40007.87,7704484261.56,01/08/2021,False
MATIC,1.05,6761867778.06,01/08/2021,False
ETC,50.42,6488271710.72,01/08/2021,False
XLM,0.2762,6460780552.91,01/08/2021,False
THETA,5.77,5766233923.85,01/08/2021,False
ICP,40.91,5601144550.19,01/08/2021,False
VET,0.08592,5525776576.23,01/08/2021,False
FIL,53.94,5018375440.54,01/08/2021,False
LUNA,11.93,4958077262.54,01/08/2021,False
TRX,0.06332,4537330584.74,01/08/2021,False
XMR,236.23,4243833051.59,01/08/2021,False
AAVE,317.5,4105578448.69,01/08/2021,False
EOS,3.95,3770702689.28,01/08/2021,False
BOTX,2.13,3476467620.71,01/08/2021,False
FTT,35.04,3305877061.05,01/08/2021,False
CAKE,16.03,3270187263.49,01/08/2021,False
CRO,0.1242,3138428948.93,01/08/2021,False
GRT,0.6611,3117763105.63,01/08/2021,False
NEO,42.31,2984307810.63,01/08/2021,False
LEO,3.09,2944289638.31,01/08/2021,False
BTCB,40050.29,2928137657.66,01/08/2021,False
MKR,2921.9,2896563092.72,01/08/2021,False
AMP,0.06708,2832514768.6,01/08/2021,False
ATOM,12.36,2707986110.32,01/08/2021,False
BSV,142.42,2677890675.03,01/08/2021,False
ALGO,0.8141,2580965808.73,01/08/2021,False
WBNB,335.16,2562009246.24,01/08/2021,False
KLAY,1.03,2554666348.06,01/08/2021,False
XTZ,2.96,2526755606.26,01/08/2021,False
SHIB,6.322e-06,2496092151.27,01/08/2021,False
MIOTA,0.8763,2435686568.82,01/08/2021,False
AXS,37.95,2311359606.73,01/08/2021,False
AVAX,12.88,2233279592.01,01/08/2021,False
COMP,410.6,2212221442.79,01/08/2021,False
EGR,0.03309,2156257897.88,01/08/2021,False
QNT,176.42,2129851133.39,01/08/2021,False
DCR,149.74,1972821503.03,01/08/2021,False
HBAR,0.2061,1916856912.97,01/08/2021,False
BTT,0.002857,1885461734.08,01/08/2021,False
CCXX,102.14,1822223166.66,01/08/2021,False
HT,10.74,1802867150.97,01/08/2021,False
STETH,2587.74,1800154460.22,01/08/2021,False
KSM,206.95,1752893760.38,01/08/2021,False
EGLD,87.19,1676101350.44,01/08/2021,False
WAVES,15.81,1672457849.05,01/08/2021,False
DASH,160.56,1647593116.55,01/08/2021,False
TFUEL,0.3106,1646603081.16,01/08/2021,False
HBTC,40137.31,1601734161.36,01/08/2021,False
CHZ,0.2609,1537662537.71,01/08/2021,False
XEM,0.1694,1524434103.55,01/08/2021,False
CEL,6.11,1459518273.5,01/08/2021,False
ZEC,115.7,1427283086.56,01/08/2021,False
STX,1.2,1427257933.09,01/08/2021,False
RUNE,6.0,1405722608.14,01/08/2021,False
SAFEMOON,2.357e-06,1380076431.43,01/08/2021,False
CTC,2.33,1313881434.02,01/08/2021,False
HNT,13.13,1218206337.51,01/08/2021,False
YFI,31779.15,1164243027.11,01/08/2021,False
OKB,19.4,1164060552.32,01/08/2021,False
MANA,0.688,1163185404.39,01/08/2021,False
ENJ,1.38,1148649696.57,01/08/2021,False
TTT,10.54,1102736483.28,01/08/2021,False
SNX,9.49,1089651815.15,01/08/2021,False
FLOW,21.27,1083872285.5,01/08/2021,False
SUSHI,8.5,1082139943.25,01/08/2021,False
HOT,0.006253,1079789813.21,01/08/2021,False
NEXO,1.81,1013992937.9,01/08/2021,False
NEAR,2.39,1008898598.79,01/08/2021,False
INO,5.54,997513477.03,01/08/2021,False
TEL,0.01841,996887474.04,01/08/2021,False
BAT,0.66,982576925.25,01/08/2021,False
XDC,0.07899,970346799.63,01/08/2021,False
ZIL,0.07984,922428364.04,01/08/2021,False
BTG,50.35,881815544.4,01/08/2021,False
BNT,3.5,830918162.45,01/08/2021,False
BCHA,43.35,805129516.55,01/08/2021,False
KCS,10.02,803178550.1,01/08/2021,False
ONE,0.07628,794902544.56,01/08/2021,False
ANKR,0.1021,782548896.53,01/08/2021,False
XWC,1.05,770321048.32,01/08/2021,False
SC,0.01588,768559635.14,01/08/2021,False
DFI,2.5,752638979.88,01/08/2021,False
DGB,0.05154,749431209.87,01/08/2021,False
CELO,2.61,749341827.15,01/08/2021,False
CHSB,0.7264,726365868.52,01/08/2021,False
QTUM,7.35,724107460.94,01/08/2021,False
ONT,0.8024,704439448.17,01/08/2021,False
XYM,0.1219,665724744.64,01/08/2021,False
ZRX,0.7834,662203849.28,01/08/2021,False
ICX,0.9959,650954574.33,01/08/2021,False
MDX,1.1,646069863.83,01/08/2021,False
ZEN,56.16,638108559.15,01/08/2021,False
CRV,1.66,633743735.39,01/08/2021,False
ARRR,3.4,629307872.72,01/08/2021,False
NXM,97.95,627602590.12,01/08/2021,False
FTM,0.2464,627024376.41,01/08/2021,False
PERP,13.96,610570055.58,01/08/2021,False
OMG,4.32,605163270.18,01/08/2021,False
RVN,0.06359,593674013.86,01/08/2021,False
NANO,4.34,578123841.33,01/08/2021,False
vBNB,6.84,576745540.65,01/08/2021,False
UMA,8.82,547369159.1,01/08/2021,False
REV,0.006374,542160384.6,01/08/2021,False
VGX,2.31,513972013.54,01/08/2021,False
RENBTC,40128.79,512538163.25,01/08/2021,False
YOUC,0.08235,498798574.63,01/08/2021,False
ZLW,6.45,466264312.82,01/08/2021,False
OMI,0.002746,456613282.9,01/08/2021,False
LSK,3.4,438286320.73,01/08/2021,False
REN,0.4342,433256275.4,01/08/2021,False
1INCH,2.33,419578971.62,01/08/2021,False
IOST,0.02547,419170510.95,01/08/2021,False
SAND,0.5903,414960617.09,01/08/2021,False
RSR,0.03102,408237821.72,01/08/2021,False
AR,11.53,385026818.68,01/08/2021,False
BCD,2.04,380744270.19,01/08/2021,False
XVG,0.02307,380057533.37,01/08/2021,False
GLM,0.3799,379914966.48,01/08/2021,False
PUNDIX,1.45,376078031.57,01/08/2021,False
KAVA,5.25,368506365.57,01/08/2021,False
TITAN,6.86,366585119.4,01/08/2021,False
LPT,16.89,357571769.37,01/08/2021,False
WRX,1.09,346087780.3,01/08/2021,False
ORC,0.6224,339591512.11,01/08/2021,False
BAKE,2.01,339142206.07,01/08/2021,False
HEDG,0.9619,335459346.51,01/08/2021,False
OCEAN,0.5242,321364112.56,01/08/2021,False
KNCL,1.56,320638083.14,01/08/2021,False
WOO,0.6694,318263409.91,01/08/2021,False
MAID,0.6925,313389694.75,01/08/2021,False
LRC,0.2504,306904872.96,01/08/2021,False
MED,0.05677,305585720.46,01/08/2021,False
PAXG,1815.26,304638697.93,01/08/2021,False
STORJ,1.04,299963903.68,01/08/2021,False
SKL,0.2442,296293305.99,01/08/2021,False
FET,0.3917,292254163.08,01/08/2021,False
XVS,27.67,291561122.9,01/08/2021,False
GT,3.64,290163818.87,01/08/2021,False
MINA,1.55,289031578.94,01/08/2021,False
DAG,0.2274,288128606.65,01/08/2021,False
CKB,0.01056,287880786.3,01/08/2021,False
GNO,190.31,286345307.77,01/08/2021,False
BEST,0.7533,285015755.67,01/08/2021,False
SNT,0.08172,283611473.94,01/08/2021,False
WIN,0.0003581,274442914.55,01/08/2021,False
BTMX,0.3651,271444899.84,01/08/2021,False
RLC,3.37,269807786.57,01/08/2021,False
KNC,1.56,265971577.02,01/08/2021,False
REP,24.08,264846641.39,01/08/2021,False
TLM,0.2848,260308698.84,01/08/2021,False
WAXP,0.1521,257200548.03,01/08/2021,False
OGN,0.7849,253158123.43,01/08/2021,False
ALICE,12.0,252103455.29,01/08/2021,False
STRAX,1.88,251043862.21,01/08/2021,False
ARDR,0.2477,247420385.73,01/08/2021,False
VTHO,0.006331,242700989.07,01/08/2021,False
DENT,0.002434,240014040.27,01/08/2021,False
ALPHA,0.6784,238118682.33,01/08/2021,False
DAWN,3.44,236043057.47,01/08/2021,False
MIR,2.94,228894162.68,01/08/2021,False
SXP,2.11,225298981.28,01/08/2021,False
UBT,1.49,222973074.71,01/08/2021,False
ONG,0.7846,222697382.89,01/08/2021,False
XPRT,6.11,221840755.99,01/08/2021,False
STMX,0.02213,221329464.24,01/08/2021,False
EWT,7.35,221059750.25,01/08/2021,False
TOMO,2.64,220587457.12,01/08/2021,False
INJ,6.56,218787530.19,01/08/2021,False
BAND,6.2,218079830.16,01/08/2021,False
NMR,38.81,214589887.52,01/08/2021,False
C98,1.15,212378629.38,01/08/2021,False
KOK,1.95,208844510.92,01/08/2021,False
BTCST,18.1,206648746.69,01/08/2021,False
PROM,12.47,205061661.23,01/08/2021,False
UQC,20.02,200209646.79,01/08/2021,False
DRS,0.8491,195075572.41,01/08/2021,False
OXT,0.2859,194195139.78,01/08/2021,False
REEF,0.01515,191868154.4,01/08/2021,False
STEEM,0.4902,190210307.12,01/08/2021,False
SRM,3.78,188915520.28,01/08/2021,False
IOTX,0.01973,188271422.74,01/08/2021,False
RAY,3.26,186247589.76,01/08/2021,False
FUN,0.01754,185927576.13,01/08/2021,False
SOLO,0.9247,184943933.55,01/08/2021,False
CFX,0.2112,181993688.87,01/08/2021,False
AKT,2.52,181143081.02,01/08/2021,False
ORBS,0.08074,180036751.68,01/08/2021,False
CVC,0.2675,179201338.47,01/08/2021,False
AGIX,0.205,177781029.98,01/08/2021,False
ORN,6.12,177502948.89,01/08/2021,False
LYXe,11.81,176583016.3,01/08/2021,False
MVL,0.01346,175637947.87,01/08/2021,False
CELR,0.03112,175031634.58,01/08/2021,False
NKN,0.2478,173485994.86,01/08/2021,False
TKO,1.57,170570629.05,01/08/2021,False
vBTC,806.38,165981922.03,01/08/2021,False
ANC,1.8,164620094.99,01/08/2021,False
ERG,5.12,163936688.89,01/08/2021,False
POLY,0.2649,163900640.82,01/08/2021,False
KAI,0.0626,163584045.8,01/08/2021,False
CTSI,0.4155,162316466.67,01/08/2021,False
SAPP,0.2993,160889019.76,01/08/2021,False
ILV,253.06,160637100.45,01/08/2021,False
GALA,0.02281,159168630.24,01/08/2021,False
UOS,0.5627,159110530.7,01/08/2021,False
HIVE,0.3871,158886334.24,01/08/2021,False
ABBC,0.1787,155330214.65,01/08/2021,False
ETN,0.008658,154857441.35,01/08/2021,False
KEEP,0.2732,154085181.89,01/08/2021,False
ANT,3.88,153645576.91,01/08/2021,False
ARK,1.16,152361947.71,01/08/2021,False
TRIBE,0.6061,150535587.84,01/08/2021,False
META,0.1198,149168144.27,01/08/2021,False
BAL,21.43,148782506.37,01/08/2021,False
MLN,82.89,148602312.1,01/08/2021,False
LINA,0.03891,147051069.12,01/08/2021,False
ELF,0.2701,147042167.84,01/08/2021,False
MCO,9.28,146497306.32,01/08/2021,False
RPL,14.17,145688704.79,01/08/2021,False
NU,0.2182,144906944.12,01/08/2021,False
RIF,0.191,143895570.15,01/08/2021,False
CLV,1.11,143252658.84,01/08/2021,False
AMPL,1.04,143083045.6,01/08/2021,False
RKN,0.5823,141409449.13,01/08/2021,False
ZKS,0.7142,141002093.54,01/08/2021,False
STRK,47.89,140676164.75,01/08/2021,False
PHA,0.7681,139662634.02,01/08/2021,False
ZB,0.3008,139339459.84,01/08/2021,False
YFII,3510.53,135492391.75,01/08/2021,False
AUDIO,1.13,135080561.68,01/08/2021,False
IQ,0.01342,134395483.9,01/08/2021,False
FARM,224.13,133214804.03,01/08/2021,False
CHR,0.3068,131866422.32,01/08/2021,False
MTL,2.0,131299197.5,01/08/2021,False
KLV,0.0385,130794320.33,01/08/2021,False
DODO,1.18,130396231.48,01/08/2021,False
SLP,0.208,128863230.32,01/08/2021,False
KSP,16.46,128161888.01,01/08/2021,False
SUN,0.02524,125486986.66,01/08/2021,False
PPT,2.35,125243725.26,01/08/2021,False
vXVS,0.5554,124642888.92,01/08/2021,False
MATH,1.08,124037506.16,01/08/2021,False
BTS,0.04115,123207548.85,01/08/2021,False
XNC,1.58,120545296.42,01/08/2021,False
DKA,0.1155,119015859.42,01/08/2021,False
WAN,0.6142,118808541.0,01/08/2021,False
JST,0.05253,118738700.54,01/08/2021,False
C20,2.97,118511236.62,01/08/2021,False
POWR,0.2709,118493216.07,01/08/2021,False
QKC,0.01838,117635122.51,01/08/2021,False
FORTH,15.15,117521903.97,01/08/2021,False
ZEON,0.003846,117399995.47,01/08/2021,False
CREAM,190.28,117285320.88,01/08/2021,False
BORA,0.1371,117004802.46,01/08/2021,False
DERO,10.74,115591364.08,01/08/2021,False
ALCX,407.12,115488755.49,01/08/2021,False
GTC,8.13,115473300.02,01/08/2021,False
ROSE,0.07507,112607818.08,01/08/2021,False
NOIA,0.2623,112362315.65,01/08/2021,False
ALBT,0.4816,111800481.4,01/08/2021,False
REV,0.1796,110245274.05,01/08/2021,False
KMD,0.866,109996432.4,01/08/2021,False
HXRO,0.4846,109879134.77,01/08/2021,False
BADGER,10.83,107828594.83,01/08/2021,False
AVA,2.15,107245382.9,01/08/2021,False
vETH,51.74,105235245.7,01/08/2021,False
EURS,1.19,105050826.88,01/08/2021,False
SNL,0.1545,104866659.66,01/08/2021,False
SFP,0.9516,102929783.21,01/08/2021,False
UTK,0.2276,102420161.62,01/08/2021,False
EXRD,0.1386,101865295.45,01/08/2021,False
VLX,0.04777,101487734.74,01/08/2021,False
RNDR,0.6411,100728605.85,01/08/2021,False
NYE,14.07,99779929.16,01/08/2021,False
vUSDC,0.02068,98640811.67,01/08/2021,False
RLY,0.4498,98388775.23,01/08/2021,False
LDO,3.99,97792773.88,01/08/2021,False
TRAC,0.2728,97639773.29,01/08/2021,False
MFT,0.009636,96357666.32,01/08/2021,False
DIVI,0.03926,95371956.29,01/08/2021,False
WNXM,56.82,95278673.34,01/08/2021,False
LON,2.41,95236466.37,01/08/2021,False
XDB,0.123,94914949.75,01/08/2021,False
GHST,1.73,94350196.56,01/08/2021,False
PNK,0.1531,93677952.1,01/08/2021,False
EUM,3.35,93575116.66,01/08/2021,False
UPP,0.1997,91728428.2,01/08/2021,False
TWT,0.3655,91721577.17,01/08/2021,False
COTI,0.1358,90979093.86,01/08/2021,False
NFTX,194.96,90721111.22,01/08/2021,False
ROOK,154.73,90704881.24,01/08/2021,False
BTM,0.06246,90444001.13,01/08/2021,False
USDX,0.9992,89788696.81,01/08/2021,False
VAI,0.8557,89673360.73,01/08/2021,False
MONA,1.36,89599040.36,01/08/2021,False
DEGO,10.38,89371541.84,01/08/2021,False
ERN,7.98,89339086.55,01/08/2021,False
ALPACA,0.6378,88520556.06,01/08/2021,False
HTR,0.4881,88262994.82,01/08/2021,False
SYS,0.1426,87923948.75,01/08/2021,False
PAC,0.005759,87523473.65,01/08/2021,False
CENNZ,0.07217,86603403.36,01/08/2021,False
DATA,0.09686,86446626.37,01/08/2021,False
BOND,22.49,85580996.8,01/08/2021,False
FIDA,1.9,85575103.71,01/08/2021,False
DNT,0.1425,85516662.77,01/08/2021,False
MASS,0.8712,85396541.06,01/08/2021,False
RGT,9.55,83452286.08,01/08/2021,False
LOOM,0.0833,83304227.45,01/08/2021,False
DAO,2.26,83227799.69,01/08/2021,False
NWC,0.5331,82623659.09,01/08/2021,False
GAS,8.14,82417382.74,01/08/2021,False
eRSDL,0.218,82357154.93,01/08/2021,False
POLS,1.14,82011216.23,01/08/2021,False
MLK,1.05,81753633.01,01/08/2021,False
CRE,0.009723,81190915.28,01/08/2021,False
IRIS,0.07448,79871115.7,01/08/2021,False
PEAK,0.2721,79756695.56,01/08/2021,False
RBTC,39890.5,79730357.66,01/08/2021,False
OXY,1.35,79008318.43,01/08/2021,False
LIT,3.45,78829317.84,01/08/2021,False
SURE,0.002914,78057984.45,01/08/2021,False
SWAP,0.8687,77392708.07,01/08/2021,False
RAMP,0.2102,77384770.6,01/08/2021,False
LTO,0.2686,77361989.73,01/08/2021,False
SCRT,1.1,76723917.34,01/08/2021,False
XYO,0.005959,76546926.95,01/08/2021,False
TROY,0.008556,76195395.27,01/08/2021,False
FX,0.3059,75731480.14,01/08/2021,False
CRU,41.97,75598570.63,01/08/2021,False
TT,0.00979,75427814.23,01/08/2021,False
aEth,2518.3,73861652.49,01/08/2021,False
BNANA,2.33,73843660.27,01/08/2021,False
KIN,4.855e-05,73706472.6,01/08/2021,False
XOR,212.92,73545913.01,01/08/2021,False
BIFI,1020.42,73470157.53,01/08/2021,False
CSPR,0.07023,73463398.79,01/08/2021,False
BASID,0.09628,73230510.11,01/08/2021,False
SUPER,0.7143,72789885.41,01/08/2021,False
MOF,0.8477,72458561.34,01/08/2021,False
TPT,0.0209,72453777.67,01/08/2021,False
BEPRO,0.01061,71763536.21,01/08/2021,False
TRB,39.01,71708624.17,01/08/2021,False
BCN,0.0003876,71344340.15,01/08/2021,False
SHFT,0.6746,70822203.32,01/08/2021,False
QC,0.1536,70668047.59,01/08/2021,False
HNS,0.1731,70527757.82,01/08/2021,False
GNY,0.3665,70511098.45,01/08/2021,False
CORE,7002.7,70027006.22,01/08/2021,False
WOZX,0.5759,69597179.78,01/08/2021,False
SERO,0.211,68377533.2,01/08/2021,False
WELL,0.498,68266562.25,01/08/2021,False
NRG,1.57,68024341.13,01/08/2021,False
AKRO,0.02157,67436643.56,01/08/2021,False
DMCH,0.3139,67343250.84,01/08/2021,False
MBL,0.008051,67298571.66,01/08/2021,False
ATA,0.39,67183912.78,01/08/2021,False
FLM,0.4462,66923940.36,01/08/2021,False
FIRO,5.43,65998669.71,01/08/2021,False
BZRX,0.2377,65521464.61,01/08/2021,False
DPR,0.1627,64889941.97,01/08/2021,False
GTN,0.2604,64460084.64,01/08/2021,False
MXC,0.02459,64294206.83,01/08/2021,False
EPS,0.5302,63806735.65,01/08/2021,False
BAR,21.53,63532919.75,01/08/2021,False
DX,0.001265,63244740.89,01/08/2021,False
HEGIC,0.1116,63144993.38,01/08/2021,False
PRQ,0.5332,62823812.91,01/08/2021,False
LQTY,7.89,62610224.23,01/08/2021,False
SBD,7.48,62339829.42,01/08/2021,False
HYDRA,16.15,62312006.81,01/08/2021,False
DVPN,0.01691,62100297.14,01/08/2021,False
STPT,0.05082,62044549.19,01/08/2021,False
DDX,2.38,61987300.7,01/08/2021,False
CTK,1.11,61872003.25,01/08/2021,False
GRS,0.7809,60977505.19,01/08/2021,False
AION,0.1231,60800678.48,01/08/2021,False
DIA,1.46,60312342.2,01/08/2021,False
MASK,4.66,59812323.5,01/08/2021,False
FIO,0.1749,59449484.17,01/08/2021,False
MX,0.5919,59192325.49,01/08/2021,False
AQT,3.46,59065517.03,01/08/2021,False
REQ,0.05905,59039112.29,01/08/2021,False
BLCT,1.55,58873735.47,01/08/2021,False
DVI,0.2821,58710837.31,01/08/2021,False
RDD,0.002038,58709424.49,01/08/2021,False
XHV,4.07,58585829.83,01/08/2021,False
RFOX,0.0443,58127464.59,01/08/2021,False
DAD,0.1593,58085872.29,01/08/2021,False
API3,4.16,57657723.11,01/08/2021,False
MWC,5.35,57586207.53,01/08/2021,False
HUM,0.105,57009624.93,01/08/2021,False
NSBT,26.14,56492196.73,01/08/2021,False
ADX,0.4477,55991662.5,01/08/2021,False
RFR,0.0112,55985560.74,01/08/2021,False
vBUSD,0.02077,55957943.54,01/08/2021,False
WHALE,8.75,54896942.21,01/08/2021,False
SFI,599.82,54765722.4,01/08/2021,False
STAX,3.99,54456231.24,01/08/2021,False
QUICK,339.95,54307294.02,01/08/2021,False
ELA,2.77,53717455.75,01/08/2021,False
ALT,0.8924,53545634.58,01/08/2021,False
REVV,0.1915,53286472.29,01/08/2021,False
CITY,19.9,53280989.1,01/08/2021,False
LGCY,0.004166,52969438.81,01/08/2021,False
BEL,1.68,52881603.86,01/08/2021,False
DG,182.44,52767382.4,01/08/2021,False
ELON,1.072e-07,52213748.32,01/08/2021,False
HARD,0.7106,51964244.99,01/08/2021,False
BURGER,3.96,51759287.77,01/08/2021,False
RARI,11.25,51224052.94,01/08/2021,False
DPET,7.37,50717572.33,01/08/2021,False
AXEL,0.18,50214665.01,01/08/2021,False
BEAM,0.5313,49653486.4,01/08/2021,False
AERGO,0.1879,49609627.3,01/08/2021,False
BELT,10.04,49352859.79,01/08/2021,False
BLZ,0.1651,48965696.1,01/08/2021,False
VRA,0.01153,48469471.94,01/08/2021,False
FXS,2.99,48399156.15,01/08/2021,False
KDA,0.3579,47855148.77,01/08/2021,False
CXO,0.2851,47574157.27,01/08/2021,False
PYR,2.69,47291060.22,01/08/2021,False
ULT,0.01647,46716893.21,01/08/2021,False
ARPA,0.04116,46677261.49,01/08/2021,False
QQQ,0.02055,45263548.58,01/08/2021,False
POND,0.06142,45263232.5,01/08/2021,False
STC,0.00849,45194577.15,01/08/2021,False
ASTA,0.02496,44917746.79,01/08/2021,False
BTU,0.4945,44761188.8,01/08/2021,False
NFT,2.236e-06,44721872.18,01/08/2021,False
AUCTION,21.44,44678199.7,01/08/2021,False
DOCK,0.06459,44606540.98,01/08/2021,False
TVK,0.2031,44525345.33,01/08/2021,False
WTC,0.5701,44163422.8,01/08/2021,False
HOGE,0.0001076,43737371.97,01/08/2021,False
ATRI,0.05109,43527800.8,01/08/2021,False
VRSC,0.6731,42766393.55,01/08/2021,False
DINO,3.96,42595864.42,01/08/2021,False
AUTO,803.49,42586750.47,01/08/2021,False
CET,0.05998,42505346.43,01/08/2021,False
MITH,0.04225,42253300.19,01/08/2021,False
OXEN,0.7651,42077736.69,01/08/2021,False
DGD,489.94,41692775.3,01/08/2021,False
OM,0.1284,41647727.19,01/08/2021,False
IHF,0.3485,41571231.01,01/08/2021,False
CUDOS,0.03128,41262040.39,01/08/2021,False
ZNN,7.05,41249915.25,01/08/2021,False
YLD,0.3658,41152620.21,01/08/2021,False
COS,0.01366,41107973.54,01/08/2021,False
VERI,18.89,40617203.62,01/08/2021,False
STAKE,6.84,40589567.61,01/08/2021,False
MET,3.37,40322210.43,01/08/2021,False
DUSK,0.1086,40267257.64,01/08/2021,False
VSYS,0.01721,40223011.12,01/08/2021,False
PLTC,0.4952,40185155.26,01/08/2021,False
DEXE,11.89,39928845.41,01/08/2021,False
SHR,0.01727,39915976.09,01/08/2021,False
ESD,0.08886,39634539.29,01/08/2021,False
VRT,0.001789,39352585.44,01/08/2021,False
PCX,3.6,39320087.58,01/08/2021,False
PAID,0.4727,39269765.71,01/08/2021,False
SOCKS,124373.77,39053365.1,01/08/2021,False
NULS,0.3918,39029959.65,01/08/2021,False
MOC,0.1059,38889324.06,01/08/2021,False
NIM,0.004781,38708915.1,01/08/2021,False
BTRS,85.79,38605133.67,01/08/2021,False
DEP,0.00915,38516772.25,01/08/2021,False
RAD,7.85,38488431.77,01/08/2021,False
GAL,10.83,37977555.72,01/08/2021,False
UNFI,8.86,37718129.02,01/08/2021,False
HAI,0.1051,37636690.26,01/08/2021,False
LTX,1.31,37615474.95,01/08/2021,False
SKILL,56.39,37570903.84,01/08/2021,False
SAFE,1.8,37515541.58,01/08/2021,False
VBIT,0.03715,37272246.74,01/08/2021,False
KRT,0.0008424,36953477.29,01/08/2021,False
ARCH,2.77,36667105.96,01/08/2021,False
NXS,0.5117,36429541.89,01/08/2021,False
PIVX,0.5586,36409406.5,01/08/2021,False
CVP,1.1,36160830.63,01/08/2021,False
MRPH,0.7646,36072033.1,01/08/2021,False
ID,0.3045,35535226.8,01/08/2021,False
AE,0.1031,35185460.0,01/08/2021,False
TLOS,0.1301,35138991.91,01/08/2021,False
FRM,0.2292,34991907.33,01/08/2021,False
DRGN,0.09401,34820308.93,01/08/2021,False
RVP,0.02901,34815798.36,01/08/2021,False
FWT,0.009062,34483529.28,01/08/2021,False
APL,0.001629,34481021.34,01/08/2021,False
TORN,34.73,34213394.14,01/08/2021,False
HUNT,0.3065,33820475.82,01/08/2021,False
LA,0.08848,33632316.18,01/08/2021,False
PLC,6.71,33552961.49,01/08/2021,False
XSGD,0.734,33492562.81,01/08/2021,False
BFC,0.04466,33468573.07,01/08/2021,False
MHC,0.01239,33443835.94,01/08/2021,False
DSLA,0.00505,33278863.38,01/08/2021,False
CUMMIES,0.02489,33211213.78,01/08/2021,False
LCX,0.05055,33070758.22,01/08/2021,False
GXC,0.4702,32914549.9,01/08/2021,False
ANY,1.76,32831156.06,01/08/2021,False
SPI,35.16,32755868.89,01/08/2021,False
VTC,0.5354,32736419.39,01/08/2021,False
NEX,1.12,32725749.2,01/08/2021,False
FXF,0.4617,32544804.71,01/08/2021,False
BMX,0.1873,32531729.24,01/08/2021,False
HPT,0.005153,32412828.63,01/08/2021,False
VID,0.2103,32384968.0,01/08/2021,False
KEY,0.006917,32099138.96,01/08/2021,False
FRONT,0.707,31903369.18,01/08/2021,False
VSP,6.98,31800971.26,01/08/2021,False
BOSON,0.8155,31646009.31,01/08/2021,False
HC,0.7002,31561284.15,01/08/2021,False
mAMZN,3427.25,31266287.48,01/08/2021,False
vUSDT,0.02084,30966418.56,01/08/2021,False
VEE,0.00937,30932471.87,01/08/2021,False
PERL,0.06287,30865847.23,01/08/2021,False
WING,16.95,30807179.21,01/08/2021,False
mSLV,23.68,30553198.53,01/08/2021,False
MARO,0.0613,29973375.75,01/08/2021,False
AMO,0.00157,29932945.31,01/08/2021,False
NAV,0.4185,29837537.94,01/08/2021,False
mMSFT,287.16,29795288.49,01/08/2021,False
PSG,23.1,29756953.6,01/08/2021,False
RAI,0.6121,29747796.04,01/08/2021,False
DEXT,0.3032,29722106.96,01/08/2021,False
STRONG,211.49,29242290.18,01/08/2021,False
WICC,0.1391,29221167.74,01/08/2021,False
COCOS,0.6799,28567748.33,01/08/2021,False
KYL,0.2102,28567697.2,01/08/2021,False
AHT,0.009462,28355135.67,01/08/2021,False
BMI,0.5373,28303339.19,01/08/2021,False
LOTTO,0.01414,28281820.61,01/08/2021,False
mQQQ,370.88,27778692.84,01/08/2021,False
FSN,0.4002,27714737.02,01/08/2021,False
BAO,0.0008124,27675099.68,01/08/2021,False
mNFLX,526.62,27510834.84,01/08/2021,False
JGN,0.6942,27465150.59,01/08/2021,False
TNC,0.004818,27332944.49,01/08/2021,False
mTWTR,70.51,27232872.18,01/08/2021,False
SKEY,0.1499,27225907.05,01/08/2021,False
VITE,0.05576,27103239.42,01/08/2021,False
FARA,3.85,26860340.02,01/08/2021,False
NRV,0.5807,26850271.98,01/08/2021,False
SWTH,0.0176,26843512.46,01/08/2021,False
CUT,0.1873,26745174.88,01/08/2021,False
SNTVT,0.007465,26714278.93,01/08/2021,False
BSCPAD,0.8194,26660691.73,01/08/2021,False
ADK,1.06,26562338.72,01/08/2021,False
PMON,7.85,26434480.29,01/08/2021,False
mUSO,50.68,26394743.72,01/08/2021,False
PHB,0.007292,26387591.18,01/08/2021,False
DFYN,1.38,26357210.47,01/08/2021,False
SRK,0.003211,26205921.55,01/08/2021,False
BOA,0.1013,26204646.01,01/08/2021,False
DIP,0.1416,26181129.56,01/08/2021,False
mTSLA,692.37,26079270.43,01/08/2021,False
GET,2.28,26019086.42,01/08/2021,False
QASH,0.07397,25888359.62,01/08/2021,False
IDEX,0.04361,25741809.45,01/08/2021,False
MUSE,50.57,25719810.1,01/08/2021,False
GTO,0.03329,25642195.98,01/08/2021,False
NIF,24.36,25504333.14,01/08/2021,False
BTSE,5.84,25449917.1,01/08/2021,False
mAAPL,145.6,25432262.13,01/08/2021,False
ARIA20,0.9822,25383679.36,01/08/2021,False
CTXC,0.1397,25329462.2,01/08/2021,False
BASIC,0.004957,25138544.58,01/08/2021,False
mBABA,198.98,25040284.73,01/08/2021,False
FOX,0.6693,25016719.58,01/08/2021,False
SOC,0.01653,24789638.71,01/08/2021,False
SIGNA,0.01162,24764076.41,01/08/2021,False
PPC,0.9112,24651170.04,01/08/2021,False
ASK,0.001835,24569552.77,01/08/2021,False
IF,4.06,24377336.69,01/08/2021,False
